SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2023-2024,35,NEW MEXICO,NM,NEWCOMB HIGH,CENTRAL,01,,NM-067,3500390,NM-067-130,350039000654,3500654,P.O. BOX 7927,,,NEWCOMB,NM,87455,,US 491,,,NEWCOMB,NM,87455,,(505)696-3417,http://www.ccsdnm.org/newcombhigh,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,NEWCOMB MIDDLE,CENTRAL,01,,NM-067,3500390,NM-067-126,350039000684,3500684,P.O. BOX 7927,,,NEWCOMB,NM,87455,,US 491,,,NEWCOMB,NM,87455,,(505)696-3434,http://www.ccsdnm.org/newcombmiddle,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,KIRTLAND ELEMENTARY,CENTRAL,01,,NM-067,3500390,NM-067-038,350039000712,3500712,30 CR 6446,,,KIRTLAND,NM,87417,,30 CR 6446,,,KIRTLAND,NM,87417,,(505)598-5893,http://www.ccsdnm.org/kirtlandelementary,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CAREER PREP ALTERNATIVE,CENTRAL,01,,NM-067,3500390,NM-067-025,350039000772,3500772,P. O. BOX 3514,,,SHIPROCK,NM,87420,,WEST HWY 64,,,SHIPROCK,NM,87420,,(505)368-4980,http://www.ccsdnm.org/careerprep,1,Open,1,Open,05/08/2024,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,EVA B STOKELY ELEMENTARY,CENTRAL,01,,NM-067,3500390,NM-067-026,350039000773,3500773,PO BOX 3568,,,SHIPROCK,NM,87420,,WEST HWY 64,,,SHIPROCK,NM,87420,,(505)368-5109,http://www.ccsdnm.org/evabstokely,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,KIRTLAND PRE-K EARLY CHILDHOOD CENTER,CENTRAL,01,,NM-067,3500390,NM-067-024,350039000947,3500947,10 CR 6400,,,KIRTLAND,NM,87417,,10 CR 6400,,,KIRTLAND,NM,87417,,(505)598-4550,http://www.ccsdnm.org/kirtlandearlychildhoodcenter,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,PK,Prekindergarten,As reported
2023-2024,35,NEW MEXICO,NM,DREAM DINE CHARTER SCHOOL,CENTRAL,01,,NM-067,3500390,NM-067-109,350039001102,3501102,PO BOX 4386,,,SHIPROCK,NM,87420,,HIGHWAY 64 MILEPOST 23  NW,,,SHIPROCK,NM,87420,,(505)368-2500,http://www.dreamdine.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,067,CENTRAL CONSOLIDATED SCHOOLS,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,JUDY NELSON ELEMENTARY,CENTRAL,01,,NM-067,3500390,NM-067-060,350039001115,3501115,40 CR 6580,,,KIRTLAND,NM,87417,,40 CR 6580,,,KIRTLAND,NM,87417,,(505)598-6285,http://www.ccsdnm.org/judynelson,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CHAMA ELEMENTARY,CHAMA VALLEY,01,,NM-053,3500420,NM-053-036,350042000192,3500192,182 NORTH PINE AVE,,,CHAMA,NM,87520,,182 NORTH PINE AVE,,,CHAMA,NM,87520,,(575)588-7285,http://www.chamaschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CHAMA MIDDLE,CHAMA VALLEY,01,,NM-053,3500420,NM-053-042,350042000193,3500193,181 NORTH PINE AVE,,,CHAMA,NM,87520,,181 NORTH PINE AVE,,,CHAMA,NM,87520,,(575)588-7285,http://www.chamaschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,ESCALANTE MIDDLE/HIGH SCHOOL,CHAMA VALLEY,01,,NM-053,3500420,NM-053-165,350042000194,3500194,STATEROUTE 531 1158,,,TIERRA AMARILLA,NM,87575,,STATEROUTE 531 1158,,,TIERRA AMARILLA,NM,87575,,(575)588-7285,http://www.chamaschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported
2023-2024,35,NEW MEXICO,NM,TIERRA AMARILLA ELEMENTARY,CHAMA VALLEY,01,,NM-053,3500420,NM-053-064,350042000195,3500195,PO BOX 66,,,TIERRA AMARILLA,NM,87575,,BULDING 170 STATE RD 531,,,TIERRA AMARILLA,NM,87575,,(575)588-7285,http://www.chamaschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CIMARRON ELEMENTARY,CIMARRON,01,,NM-008,3500480,NM-008-033,350048000197,3500197,132 N. COLLISON AVE.,,,CIMARRON,NM,87714,,132 NORTH COLLISON AVE,,,CIMARRON,NM,87714,,(575)376-2445,http://www.cimarronschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CIMARRON HIGH,CIMARRON,01,,NM-008,3500480,NM-008-034,350048000198,3500198,165 N. COLLISON AVE.,,,CIMARRON,NM,87714,,165 NORTH COLLISON AVE,,,CIMARRON,NM,87714,,(575)376-2445,http://www.cimarronschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,EAGLE NEST ELEMENTARY,CIMARRON,01,,NM-008,3500480,NM-008-047,350048000199,3500199,132 NORTH COLLISON,,,EAGLE NEST,NM,87718,,132 NORTH COLLISON,,,EAGLE NEST,NM,87718,,(575)376-2445,http://www.cimarronschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,EAGLE NEST MIDDLE,CIMARRON,01,,NM-008,3500480,NM-008-048,350048000302,3500302,225 LAKE ST,,,EAGLE NEST,NM,87718,,225 LAKE ST,,,EAGLE NEST,NM,87718,,(575)376-2445,http://www.cimarronschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,CIMARRON MIDDLE,CIMARRON,01,,NM-008,3500480,NM-008-036,350048000699,3500699,132 N. COLLISON AVE.,,,CIMARRON,NM,87714,,132 NORTH COLLISON AVE,,,CIMARRON,NM,87714,,(575)376-2445,http://www.cimarronschools.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,MORENO VALLEY HIGH,CIMARRON,01,,NM-008,3500480,NM-008-003,350048000857,3500857,PO BOX 1037,,,ANGEL FIRE,NM,87710,,56 CAMINO GRANDE,,,ANGEL FIRE,NM,87710,,(575)377-3100,http://www.mvhsnm.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,020,CARLSBAD MUNICIPAL SCHOOLS,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,ALVIS ELEMENTARY,CLAYTON,01,,NM-084,3500510,NM-084-037,350051000200,3500200,404 ASPEN ST,,,CLAYTON,NM,88415,,404 ASPEN ST,,,CLAYTON,NM,88415,,(575)374-9611,http://www.claytonschools.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CLAYTON HIGH,CLAYTON,01,,NM-084,3500510,NM-084-039,350051000203,3500203,323 SOUTH 5TH ST,,,CLAYTON,NM,88415,,323 SOUTH 5TH ST,,,CLAYTON,NM,88415,,(575)374-9611,http://www.claytonschools.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,CLAYTON JUNIOR HIGH,CLAYTON,01,,NM-084,3500510,NM-084-038,350051000204,3500204,224 SPRUCE ST,,,CLAYTON,NM,88415,,224 SPRUCE ST,,,CLAYTON,NM,88415,,(575)374-9611,http://www.claytonschools.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,KISER ELEMENTARY,CLAYTON,01,,NM-084,3500510,NM-084-045,350051000205,3500205,224 SPRUCE ST,,,CLAYTON,NM,88415,,224 SPRUCE ST,,,CLAYTON,NM,88415,,(575)374-9611,http://www.claytonschools.us,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,05,06,Middle,As reported
2023-2024,35,NEW MEXICO,NM,CLOUDCROFT ELEMENTARY,CLOUDCROFT,01,,NM-048,3500540,NM-048-038,350054000206,3500206,PO BOX 198,,,CLOUDCROFT,NM,88317,,810 JAMES CANYON HWY,,,CLOUDCROFT,NM,88317,,(575)601-4416,http://www.cmsbears.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CLOUDCROFT HIGH,CLOUDCROFT,01,,NM-048,3500540,NM-048-039,350054000207,3500207,PO BOX 198,,,CLOUDCROFT,NM,88317,,310 JAMES CANYON HWY,,,CLOUDCROFT,NM,88317,,(575)601-4416,http://www.cmsbears.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,CLOUDCROFT MIDDLE,CLOUDCROFT,01,,NM-048,3500540,NM-048-042,350054030005,3530005,PO BOX 198,,,CLOUDCROFT,NM,88317,,810 JAMES CANYON HWY,,,CLOUDCROFT,NM,88317,,(575)601-4416,http://www.cmsbears.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,BARRY ELEMENTARY,CLOVIS,01,,NM-012,3500570,NM-012-040,350057000208,3500208,3401 THORNTON STREET,,,CLOVIS,NM,88101,,3401 THORNTON ST,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/barry,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ARTS ACADEMY AT BELLA VISTA,CLOVIS,01,,NM-012,3500570,NM-012-042,350057000209,3500209,2900 CESAR CHAVEZ DR,,,CLOVIS,NM,88101,,2900 CESAR CHAVEZ DR,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/bellavista,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,JAMES BICKLEY ELEMENTARY,CLOVIS,01,,NM-012,3500570,NM-012-066,350057000210,3500210,500 WEST 14TH ST,,,CLOVIS,NM,88101,,500 WEST 14TH ST,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/jamesbickley,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CAMEO ELEMENTARY,CLOVIS,01,,NM-012,3500570,NM-012-068,350057000211,3500211,1500 CAMEO STREET,,,CLOVIS,NM,88101,,1500 CAMEO ST,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/cameo,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CLOVIS HIGH,CLOVIS,01,,NM-012,3500570,NM-012-036,350057000213,3500213,1900 THORNTON,,,CLOVIS,NM,88101,,1900 THORNTON,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/chs,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,HIGHLAND ELEMENTARY,CLOVIS,01,,NM-012,3500570,NM-012-058,350057000214,3500214,100 E PLAINS ST,,,CLOVIS,NM,88101,,100 EAST PLAINS ST,,,CLOVIS,NM,88101,,(575)769-4445,http://www.clovis-schools.org/highland,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LA CASITA ELEMENTARY,CLOVIS,01,,NM-012,3500570,NM-012-072,350057000215,3500215,400 DAVIS STREET,,,CLOVIS,NM,88101,,400 DAVIS ST,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/lacasita,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LOCKWOOD ELEMENTARY,CLOVIS,01,,NM-012,3500570,NM-012-084,350057000217,3500217,400 LOCKWOOD DRIVE,,,CLOVIS,NM,88101,,1113 S. OAK ST,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/lockwood,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,MARSHALL 6TH GRADE ACADEMY,CLOVIS,01,,NM-012,3500570,NM-012-091,350057000218,3500218,100 COMMERCE WAY,,,CLOVIS,NM,88101,,100 COMMERCE WAY,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/mms,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,06,06,Middle,As reported
2023-2024,35,NEW MEXICO,NM,PARKVIEW ELEMENTARY,CLOVIS,01,,NM-012,3500570,NM-012-122,350057000219,3500219,1121 MAPLE STREET,,,CLOVIS,NM,88101,,2501 E. 14TH ST,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/parkview,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,SANDIA ELEMENTARY,CLOVIS,01,,NM-012,3500570,NM-012-145,350057000221,3500221,2801 LORE STREET,,,CLOVIS,NM,88101,,2801 LORE ST,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/sandia,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CLOVIS HS FRESHMAN ACADEMY,CLOVIS,01,,NM-012,3500570,NM-012-056,350057000222,3500222,1400 CAMEO,,,CLOVIS,NM,88101,,1400 CAMEO,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/chs-freshman,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,09,09,Secondary,As reported
2023-2024,35,NEW MEXICO,NM,YUCCA MIDDLE,CLOVIS,01,,NM-012,3500570,NM-012-098,350057000223,3500223,1500 SYCAMORE,,,CLOVIS,NM,88101,,1500 SYCAMORE,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/yms,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,ZIA ELEMENTARY,CLOVIS,01,,NM-012,3500570,NM-012-155,350057000224,3500224,2400 NORRIS STREET,,,CLOVIS,NM,88101,,2400 NORRIS ST,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/zia,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LOS NINOS,CLOVIS,01,,NM-012,3500570,NM-012-003,350057000793,3500793,3301 THORNTON,,,CLOVIS,NM,88101,,3301 THORNTON,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/losninos,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,PK,Prekindergarten,As reported
2023-2024,35,NEW MEXICO,NM,W D GATTIS MIDDLE SCHOOL,CLOVIS,01,,NM-012,3500570,NM-012-156,350057001097,3501097,5100 N. THORNTON STREET,,,CLOVIS,NM,88101,,5100 N. THORNTON STREET,,,CLOVIS,NM,88101,,(575)769-4305,http://www.clovis-schools.org/gattis,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,CMS IACADEMY AT LINCOLN JACKSON,CLOVIS,01,,NM-012,3500570,NM-012-081,350057001155,3501155,206 ALPHON STREET,,,CLOVIS,NM,88101,,206 ALPHON ST,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/lincolnjackson,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported
2023-2024,35,NEW MEXICO,NM,MESA ELEMENTARY,CLOVIS,01,,NM-012,3500570,NM-012-095,350057030016,3530016,4801 NORRIS,,,CLOVIS,NM,88101,,4801 NORRIS,,,CLOVIS,NM,88101,,(575)769-4300,http://www.clovis-schools.org/mesa,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,BAYARD ELEMENTARY,COBRE,01,,NM-024,3500600,NM-024-023,350060000225,3500225,100 PARK ST,,,BAYARD,NM,88023,,100 PARK ST,,,BAYARD,NM,88023,,(575)537-4011,http://cobrebayard.sharpschool.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CENTRAL ELEMENTARY,COBRE,01,,NM-024,3500600,NM-024-033,350060000226,3500226,211 CEDAR ST,,,SANTA CLARA,NM,88026,,211 CEDAR ST,,,SANTA CLARA,NM,88026,,(575)537-4011,http://cobrecentral.sharpschool.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,COBRE HIGH,COBRE,01,,NM-024,3500600,NM-024-036,350060000227,3500227,1300 TOM FOY BLVD,,,BAYARD,NM,88023,,1300 TOM FOY BLVD,,,BAYARD,NM,88023,,(575)537-4020,http://cobrehigh.sharpschool.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,HURLEY ELEMENTARY,COBRE,01,,NM-024,3500600,NM-024-059,350060000228,3500228,300 CARASCO AVE,,,HURLEY,NM,88043,,300 CARASCO AVE,,,HURLEY,NM,88043,,(575)537-4011,http://cobrehurley.sharpschool.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,SAN LORENZO ELEMENTARY,COBRE,01,,NM-024,3500600,NM-024-143,350060000229,3500229,HC71 BOX 1500,,,SAN LORENZO,NM,88041,,5 GALAZ ST,,,SAN LORENZO,NM,88041,,(575)537-4011,http://cobresanlorenzo.sharpschool.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,SNELL MIDDLE,COBRE,01,,NM-024,3500600,NM-024-132,350060000230,3500230,501 TOM FOY BLVD,,,BAYARD,NM,88023,,501 TOM FOY BLVD,,,BAYARD,NM,88023,,(575)537-4011,http://cobresnell.sharpschool.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,CORONA ELEMENTARY,CORONA,01,,NM-038,3500630,NM-038-038,350063000231,3500231,PO BOX 258,,,CORONA,NM,88318,,531 FRANKLIN ST,,,CORONA,NM,88318,,(575)849-1711,http://www.cpscardinals.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CORONA HIGH,CORONA,01,,NM-038,3500630,NM-038-039,350063000232,3500232,PO BOX 258,,,CORONA,NM,88318,,531 FRANKLIN ST,,,CORONA,NM,88318,,(575)849-1911,http://www.cpscardinals.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported
2023-2024,35,NEW MEXICO,NM,CUBA ELEMENTARY,CUBA,01,,NM-062,3500660,NM-062-037,350066000233,3500233,PO BOX 70,,,CUBA,NM,87013,,50 COUNTY RD 13 BLDG 51,,,CUBA,NM,87013,,(575)289-3211,http://cuba.k12.nm.us/schools/cuba_elementary_school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CUBA HIGH,CUBA,01,,NM-062,3500660,NM-062-038,350066000234,3500234,PO BOX 70,,,CUBA,NM,87013,,50 COUNTY RD 13 BLDG 53,,,CUBA,NM,87013,,(575)289-3211,http://cuba.k12.nm.us/schools/cuba_high_school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,CUBA MIDDLE,CUBA,01,,NM-062,3500660,NM-062-075,350066000235,3500235,PO BOX 70,,,CUBA,NM,87013,,50 COUNTY RD 13,,,CUBA,NM,87013,,(575)289-3211,http://cuba.k12.nm.us/schools/cuba_middle_school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,BELL ELEMENTARY,DEMING,01,,NM-042,3500690,NM-042-024,350069000236,3500236,1000 EAST MAPLE,,,DEMING,NM,88030,,1000 EAST MAPLE,,,DEMING,NM,88030,,(575)546-9712,http://bell.demingps.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
